2 1:0.33428165007112376 2:0.09527949001633212 3:0.1 4:0.001254255509765275 5:0.10714925640566207 6:0.8919548468016485 7:0.6236477026855034 8:0.11957490136184294 9:0.07795596283568793 10:12935.0 11:33.3877646039738 12:62.70704757820677 13:-103.1015393741363 14:156.85886837794837 15:-86.68776293988384 16:-25.223089442589313
2 1:0.38348900356833143 2:0.0803514308866806 3:0.1 4:0.0007996161842315689 5:0.14377098992483608 6:1.0 7:0.6352451376374821 8:0.12011433542534021 9:0.08084260237370285 10:14133.0 11:17.947229286574757 12:91.67324722093171 13:-132.33828783174627 14:336.5719652172491 15:231.73119724737873 16:110.01291342217445
2 1:1.0 2:0.2646127918447879 3:0.1 4:0.1 5:0.027938964109176876 6:0.5134321942832581 7:1.0 8:0.41157353073936986 9:0.6741897625710933 10:7954.0 11:19.064541017162647 12:10.504226244065093 13:-3.3526302713036027 14:34.61270222905848 15:8.536651755741994 16:-21.635136678955938
2 1:1.0 2:0.12101587496923455 3:0.1 4:0.023031203566121844 5:0.12704309063893016 6:0.5772659732540861 7:1.0 8:0.17839403973509935 9:0.04966887417218543 10:2540.0 11:8.98577853216685 12:40.10704565915763 13:-72.43958138446204 14:55.48735854434288 15:-126.35412277591854 16:24.40902702743139
2 1:0.5789191082059064 2:0.5027664293218163 3:0.1 4:0.0003883495145631068 5:0.0801294498381877 6:1.0 7:1.0 8:0.4452909496913175 9:0.52213319322212 10:13402.0 11:15.114750321069732 12:44.881693951914485 13:56.71756243945279 14:-99.60253712799387 15:126.91457644520754 16:2.3571514661635944
2 1:1.0 2:0.2207732864674868 3:0.3022567517573067 4:0.644284128745838 5:0.5718645948945617 6:1.0 7:1.0 8:0.2922355698798711 9:0.28403164371520656 10:29044.0 11:27.824065605986167 12:4600.214475128143 13:-6299.223939816307 14:13066.558365642682 15:6398.686925294238 16:-2289.1398178135014
2 1:0.22780250052977324 2:0.3318196954560591 3:0.006884535293867664 4:0.32667544940716503 5:0.7393650928562322 6:1.0 7:1.0 8:0.3487348327907665 9:0.5962562888428529 10:57460.0 11:51.68778846568606 12:6164.070945949106 13:6308.591389612358 14:2700.540523116898 15:3447.1328923496862 16:487.7947112788197
2 1:0.6568001476287137 2:0.3552869533124193 3:0.1 4:0.007683352735739232 5:0.1379511059371362 6:0.8960419091967404 7:1.0 8:0.2949747442041186 9:0.36400725294650954 10:17123.0 11:24.39996913401624 12:200.21691840960435 13:-235.08543934982066 14:703.987238466312 15:671.8312527606192 16:-21.29885978474314
2 1:0.3173801825227309 2:0.18806932824543482 3:0.2968480138169257 4:0.6742227979274611 5:0.5813903281519862 6:1.0 7:1.0 8:0.21322472448490656 9:0.10388116914230953 10:21333.0 11:8.051787767864527 12:4031.394708517709 13:4062.904747567715 14:16337.380980350286 15:17108.270261834477 16:1349.3450283170503
2 1:1.0 2:0.2041909865084681 3:0.1 4:0.07495881383855024 5:0.2660626029654036 6:0.6845140032948929 7:1.0 8:0.24777636594663277 9:0.1875476493011436 10:2437.0 11:28.44570796809603 12:91.35493733474793 13:-36.34370854286556 14:-193.92379480599777 15:168.02520275977756 16:-106.89960239345189
